year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2011,BMW,3 Series,335i xDrive,Coupe,,wbakf9c54be619352,pa,34,50870,red,brown,jim coleman honda,21400,23400,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,Base,Minivan,automatic,1c4gp45r25b344854,nc,19,186123,gold,gray,crossroads ford lincoln mercury mazda,1375,900,Mon Mar 02 2015 00:31:00 GMT-0800 (PST)
2015,,,,,automatic,3gnal3ek1fs503553,tx,5,6464,white,—,ford-lincoln dealer program,18250,18000,Thu Feb 05 2015 02:30:00 GMT-0800 (PST)
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd6kt9cs318740,tx,21,42743,white,black,santander consumer,21600,21000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2012,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae0ch105284,oh,39,42735,black,tan,hyundai motor finance,11900,11000,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Equinox,LTZ,SUV,automatic,2gnflgek3d6271711,mo,41,57905,silver,black,the hertz corporation,17150,17300,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2004,Honda,Civic,Value Package,Sedan,automatic,1hges16374l006987,ca,19,207439,green,tan,westlake financial services,1875,2000,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2014,Toyota,Tundra,1794,CrewMax Cab,automatic,5tfay5f13ex358119,wa,4,18031,brown,tan,xcar inc,41900,38500,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2011,Honda,CR-V,LX,SUV,automatic,5j6re4h35bl060818,il,28,42256,gray,black,ahfc/honda lease trust/hvt  inc. eot,13300,12600,Thu Feb 19 2015 10:00:00 GMT-0800 (PST)
2012,Volkswagen,Passat,TDI SE,Sedan,automatic,1vwbn7a33cc077408,tn,45,90541,silver,gray,cumberland toyota,12450,12200,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,hatchback,automatic,1fadp3k2xel326123,tx,35,34023,red,black,avis budget group,11050,11700,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5ebxba412319,fl,44,25822,white,black,remarketing by ge/nextgear capital,18150,21200,Wed Jul 08 2015 06:00:00 GMT-0700 (PDT)
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb7bn522858,fl,21,68779,black,black,central florida educators fcu,8600,7000,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a72dg207287,wa,38,38323,gray,beige,avis corporation,12650,13400,Wed Jan 14 2015 04:50:00 GMT-0800 (PST)
2012,Toyota,Tundra,Tundra,Double Cab,automatic,5tfrm5f13cx039007,fl,33,39770,brown,gray,world omni financial corporation,19900,22500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Lincoln,MKS,Base,Sedan,automatic,1lnhl9dk9dg602169,fl,39,16134,silver,black,fiserv/regions bank,21000,21000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,SUV,automatic,2lmdj6jk5dbl31680,fl,48,18619,—,gray,ford motor credit company llc pd,29100,32200,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2005,Toyota,Matrix,Base,Wagon,automatic,2t1kr32e05c389079,il,19,133742,blue,gray,westlake financial services,4125,3300,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Taurus,Limited,Sedan,automatic,1fahp2f86dg128463,nc,34,100749,black,beige,wheels exchange llc,13350,13700,Tue Mar 10 2015 02:15:00 GMT-0700 (PDT)
2004,Ford,Ranger,Edge,SuperCab,automatic,1ftyr44u24pa01225,tx,34,128884,black,black,dick poe toyota,4525,5100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Toyota,Tundra,Tundra Grade,crewmax cab,automatic,5tfem5f10ax008034,tx,21,81640,white,tan,west houston infiniti ltd,19300,18900,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx9duc59454,fl,44,15681,—,gray,ford motor credit company llc pd,19500,19000,Thu Feb 19 2015 01:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,wddgf8bb1cr227634,wi,37,50941,silver,black,mercedes-benz financial services,19550,19000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,suv,,wdcgg8jb6df992232,ga,39,31556,white,beige,mercedes-benz finc wholesale advantage,26300,29000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3ec406018,tn,44,13817,gray,black,nissan north america inc.,15850,16200,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2008,Nissan,Maxima,3.5 SE,sedan,automatic,1n4ba41e08c814219,wi,2,96174,black,gray,landmark credit union,6650,7500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2015,Nissan,Altima,2.5 SV,sedan,automatic,1n4al3ap4fc127985,il,41,14214,white,beige,nissan motor acceptance corporation,16950,16200,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2002,Ford,Mustang,Base,Coupe,automatic,1fafp404x2f121303,oh,37,148398,yellow,black,credit acceptance corp/vrs/southfield,1625,2750,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2001,Jeep,Cherokee,Sport,SUV,automatic,1j4ff48sx1l593866,tx,19,150228,black,black,automotive remarketing inc,2275,1600,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2009,Chevrolet,Avalanche,LS,crew cab,,3gnfk120x9g196813,ab,2,147491,black,black,go auto outlet west,18150,18500,Thu Jun 18 2015 04:30:00 GMT-0700 (PDT)
2010,,,,,,1ftfw1ev4akb58916,tx,19,94667,white,black,santander consumer,20800,15400,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2004,Nissan,Xterra,SE,SUV,automatic,5n1ed28t34c662448,pa,28,107956,silver,gray,coastal credit llc/virginia beach/virginia beac,3850,2200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f82eg179718,ny,37,12809,black,black,ford motor credit company,21500,19500,Wed Feb 04 2015 01:20:00 GMT-0800 (PST)
2014,Honda,CR-V,EX,SUV,,3czrm3h59eg701050,pa,44,11243,gray,gray,ahfc/honda lease trust/hvt  inc.,21200,20800,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
1995,Cadillac,DeVille,Base,Sedan,,1g6kd52b4su294185,az,,161312,white,—,chapman ford llc,600,700,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Toyota,Avalon,Base,Sedan,,4t1bk3db9bu419102,pa,,60699,white,—,euro motorcars inc,16550,16800,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2003,Honda,Odyssey,EX-L,minivan,automatic,5fnrl18043b075315,mo,36,172517,blue,gray,hendrick lexus kansas city north,1975,3700,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2014,GMC,Terrain,SLT-2,suv,automatic,2gkaltek1e6136888,tx,43,34086,white,—,avis corporation,22200,22000,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
2004,Toyota,Corolla,CE,sedan,automatic,1nxbr32ex4z232978,ca,19,265541,black,tan,remarketing by ge/arrowhead central credit union,1650,1200,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2006,Chrysler,300,C,Sedan,automatic,2c3ka63h56h249204,va,23,111760,black,gray,gm financial,7275,6700,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2001,Ford,Escape,XLT,SUV,automatic,1fmyu04141kf70109,nj,28,179136,silver,gray,holman automotive grp inc,1575,1500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2004,BMW,X3,3.0i,SUV,automatic,wbxpa93444wa62668,ga,34,192088,white,brown,momentum motorcars,2700,4200,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2005,Honda,Accord,LX PZEV,Sedan,automatic,1hgcm56475a038837,nv,23,132686,gold,beige,honda west,4175,3900,Fri Feb 13 2015 03:45:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc294494,ga,34,26533,white,gray,nissan motor acceptance corporation,14100,13800,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac7ch413766,fl,43,33748,red,beige,hyundai motor finance,11600,12200,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2004,GMC,Yukon,SLE,SUV,automatic,1gkek13z14j254644,ga,25,132437,black,gray,santander consumer,6325,4700,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Mercury,Sable,LS Premium,Sedan,automatic,1mefm55s4yg620101,mi,48,74047,gold,beige,kevins marysville auto sales inc,1175,3400,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 SR,sedan,,3n1ab6ap4cl725706,ca,28,23033,—,gray,nissan-infiniti lt,10500,9000,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2012,Honda,Accord,EX-L V-6,sedan,automatic,1hgcp3f85ca007792,nc,38,47525,white,tan,t & k enterprises of mt airy inc,14850,16500,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
1995,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gz58s0sc607826,va,1,204224,blue,gray,select remarketing group llc/anderson financial,650,500,Wed Jan 07 2015 09:05:00 GMT-0800 (PST)
2010,Mazda,CX-9,Touring,SUV,automatic,jm3tb3mv0a0232377,co,37,36407,blue,gray,all auto imports inc,16050,17500,Wed Feb 11 2015 03:45:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap9cc808995,fl,37,30614,black,black,nissan-infiniti lt,17650,16600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Focus,S,Sedan,manual,1fahp3e22cl477550,ca,44,67524,white,black,california fleet inc,6375,8300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Pontiac,G6,GT,sedan,,1g2zh558964143675,nj,27,148484,white,black,j & s auto haus,3150,3100,Wed May 27 2015 02:00:00 GMT-0700 (PDT)
2008,HUMMER,H3,Base,SUV,automatic,5gten13e088119368,nj,37,84665,orange,black,holman automotive grp inc,13300,12600,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg1ec451252,pa,46,26278,gray,black,avis corporation,29400,28800,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2012,Dodge,Grand Caravan,SXT,Minivan,,2c4rdgcg8cr121608,pa,19,49026,silver,gray,citiwide auto leasing,11450,9400,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke71er108867,co,44,43642,black,black,avis corporation,38900,39300,Wed Mar 04 2015 03:45:00 GMT-0800 (PST)
2013,Kia,Optima,LX,sedan,automatic,5xxgm4a7xdg249111,fl,5,10224,gray,gray,bill bryan kia,13400,13800,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2006,Chrysler,PT Cruiser,Base,wagon,automatic,3a4fy48b26t214638,tx,28,112568,white,gray,manheim dallas,1950,600,Tue Jun 09 2015 03:30:00 GMT-0700 (PDT)
2013,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt2deb54296,il,46,11577,black,gray,ford motor credit company,46900,48300,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
2011,Kia,Forte,EX,Sedan,automatic,knafu4a28b5890627,ga,44,67604,black,gray,capital one auto finance,6850,6900,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2006,Chrysler,300,Base,Sedan,automatic,2c3ka43r46h363059,tn,19,147656,silver,gray,dt credit corporation,3900,3900,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2012,Ford,F-150,Platinum,SuperCrew,automatic,1ftfw1ef0cfc74277,tn,4,19520,—,brown,ford motor credit company llc,35100,34500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr418762,ma,27,98346,black,gray,lease plan usa,7500,7500,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,E-Series Van,E-250,E-Series Van,,1ftne2ew1eda13646,tx,44,31470,white,gray,u-haul,20800,19000,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2011,Honda,Insight,EX,Hatchback,automatic,jhmze2h7xbs005024,pa,35,54315,gray,gray,remarketing by ge/nextgear capital,9200,9000,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2007,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak55f777412306,tn,19,108316,—,gray,santander consumer,3125,2900,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2012,GMC,Acadia,SLE,SUV,,1gkkvped0cj148649,pa,41,29079,silver,black,fiserv/usb dealer services northstar exchange,22000,22600,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2007,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l87r264351,nc,29,113733,blue,gray,fred anderson toyota/scion,3950,4300,Mon Mar 09 2015 02:00:00 GMT-0700 (PDT)
2006,Chrysler,300,Base,sedan,automatic,2c3ka43r66h465916,ms,19,106555,silver,gray,autopay,4575,2300,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
2014,Chevrolet,Camaro,LT,Coupe,automatic,2g1fb1e31e9209458,nv,36,6780,yellow,black,bmw alphera/alphera financial services,23400,21250,Fri May 22 2015 05:00:00 GMT-0700 (PDT)
2004,BMW,7 Series,745Li,Sedan,automatic,wbagn63424ds47954,ca,26,143601,black,gray,lobel financial corp,4325,2000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdw24139,ca,42,43112,gray,black,financial services remarketing (lease),28900,29000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2005,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12585kd46031,ga,28,163250,blue,gray,abs &s group auto broker,5525,6100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
1999,Volvo,V70,Base,Wagon,automatic,yv1lw55a1x2544560,ca,2,166509,white,beige,cosmopolitan finance,900,500,Thu Feb 26 2015 06:00:00 GMT-0800 (PST)
2015,BMW,5 Series,550i xDrive,Sedan,,wbakp9c5xfd979380,oh,39,7590,gray,black,bmw north america,64000,62500,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2011,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek3bm214037,ca,28,32477,gray,black,nissan infiniti lt,21300,18750,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2008,Mercedes-Benz,GL-Class,GL550,SUV,automatic,4jgbf86e18a343040,ga,43,85848,silver,gray,mercedes benz of buckhead,20500,18500,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak7cw174930,mi,26,78085,blue,gray,chrysler capital,10900,9600,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9hx3dua60100,il,4,63711,gray,gray,the hertz corporation,15100,16400,Tue Feb 17 2015 02:15:00 GMT-0800 (PST)
2007,Dodge,Caliber,SXT,wagon,automatic,1b3hb48b87d376184,ny,39,63285,white,gray,adk auto brokers inc,5050,4900,Thu Jun 04 2015 02:45:00 GMT-0700 (PDT)
2007,Hyundai,Santa Fe,GLS,SUV,automatic,5nmsg13d37h120717,il,36,87764,blue,tan,wells fargo dealer services,6975,6500,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb3d7145783,il,39,49503,blue,black,the hertz corporation,9900,10000,Tue May 26 2015 03:00:00 GMT-0700 (PDT)
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f83egb64018,fl,45,33437,—,black,ars/avis budget group,27700,27300,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C350,coupe,automatic,wddgj5hb1cf869082,fl,39,38945,black,black,mercedes-benz financial services,23500,23250,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2011,Lexus,IS 250,Base,sedan,automatic,jthbf5c27b5135529,ca,27,102883,gray,black,bunnin chevrolet cadillac,14850,12500,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2015,Chrysler,200,C,sedan,automatic,1c3ccceg7fn589544,il,4,24491,brown,beige,fca us llc,19300,22750,Thu Jun 18 2015 04:00:00 GMT-0700 (PDT)
2013,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl7da161828,tx,42,26943,silver,black,silver car,24100,23800,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb4e7193858,va,39,13989,blue,gray,gm financial,12600,13400,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,R/T,Minivan,,2c4rdgeg6er472761,pa,4,11242,red,black,enterprise holdings/gdp,19250,19500,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LS,Sedan,automatic,1g11b5sa2df180899,mi,46,21965,black,gray,gm financial leasing,12400,12300,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2006,Nissan,Murano,S,suv,automatic,jn8az08t06w400420,tx,36,82419,black,beige,texas direct auto,7700,7300,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap6dm511099,tx,38,17950,black,gray,nissan infiniti lt,31000,32000,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2011,Chrysler,Town and Country,Touring,minivan,automatic,2a4rr5dg8br734759,pa,32,74698,silver,black,bergeys chrysler jeep dodge,10250,10300,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2008,Ford,Ranger,SPORT,SuperCab,,1ftyr14u68pa95128,la,21,113278,gray,black,jpmorgan chase bank n.a.,6250,5400,Wed Feb 11 2015 03:00:00 GMT-0800 (PST)
2012,Kia,Sorento,LX,SUV,,5xykt3a68cg210560,pa,39,34503,white,black,kia motors finance,14500,14600,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn412586,tx,46,40068,silver,black,nissan-infiniti lt,11700,11800,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2015,Ford,Explorer,Limited,SUV,automatic,1fm5k7f84fga04781,tx,41,13670,black,beige,tdaf remarketing,30800,31000,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2013,Dodge,Dart,SXT,Sedan,automatic,1c3cdfba1dd331182,fl,42,32721,gray,black,remarketing by ge/space coast credit union,11850,11700,Wed Feb 11 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,LS,Sedan,,1g1pa5sh0e7269621,pa,35,25292,black,black,gm financial,10950,10000,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Silverado 2500HD,LT,Extended Cab,,1gc2kxcg0dz175905,tx,38,140170,white,black,enterprise fm exchange,15850,12500,Tue Jun 02 2015 03:05:00 GMT-0700 (PDT)
2008,Saturn,Outlook,XR,SUV,automatic,5gzev23718j193324,il,25,152163,white,black,meridian remarketing,6250,7300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2011,Ford,Taurus,SHO,Sedan,automatic,1fahp2kt7bg185102,mi,42,45317,white,black,ford motor credit company llc,18800,18500,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83529cy61410,ca,33,95660,—,brown,bmw north america/lemon law buy backs,23100,23500,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2002,Volkswagen,New Beetle,GLX 1.8T,Hatchback,automatic,3vwdd21c12m401628,mi,11,89346,red,black,ocean honda,2650,3100,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca153954,ca,39,34286,gray,gray,ahfc/honda lease trust/hvt  inc. eot,12300,13300,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2011,Ford,F-150,XL,Regular Cab,automatic,1ftnf1ef2bkd10732,tx,2,97842,white,gray,primeritus remarketing/austin century auto sales,9425,8500,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,,1n4aa5ap2cc811317,pa,42,29337,gray,black,nissan-infiniti lt,17350,15400,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dc902073,fl,4,40936,silver,beige,cox chevrolet inc,12850,12700,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k02u596759,nj,19,208893,gray,gray,dch wappingers falls toyota auto group,2725,2000,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2013,Toyota,RAV4,Limited,SUV,automatic,jtmdfrev9dd000327,ga,45,31455,silver,gray,carworks inc,23500,23800,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kcxeba26286,fl,49,40004,—,black,ars/avis budget group,22600,22700,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2008,Ford,Fusion,SE,Sedan,automatic,3fahp07z18r150963,oh,29,123322,burgundy,gray,automotive credit corp,4175,3500,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc134928,nj,41,8835,—,black,nissan-infiniti lt,15100,14700,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sh0d4219341,mi,35,49798,white,black,the hertz corporation,8225,8500,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s39e9289775,il,4,12094,red,black,gm remarketing,22000,20700,Tue May 05 2015 03:00:00 GMT-0700 (PDT)
2011,Toyota,Prius,Three,hatchback,automatic,jtdkn3duxb1438742,tn,45,30065,white,gray,world omni financial corporation,12450,13400,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2004,Nissan,Titan,SE,Crew Cab,automatic,1n6aa07ax4n541076,fl,19,174608,blue,gray,ed morse auto plaza,5300,4700,Thu Jan 15 2015 07:30:00 GMT-0800 (PST)
2012,Ford,Fusion,S,Sedan,automatic,3fahp0ga4cr275250,tx,46,64307,white,—,lease plan usa,9100,9600,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
2012,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwjp7at6cm623297,tx,34,26242,black,black,texas auto brokers,12150,12100,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f6xca099748,il,37,39701,white,beige,ahfc/honda lease trust/hvt  inc. eot,12650,13500,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap8cc827988,nv,,55443,blue,—,alliance automotive marketing,14550,14000,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2013,Chevrolet,Suburban,LT 1500,SUV,automatic,1gnscje04dr125820,sc,41,59019,beige,black,the hertz corporation,26300,25300,Thu May 21 2015 02:15:00 GMT-0700 (PDT)
2011,Lexus,CT 200h,Premium,hatchback,automatic,jthkd5bh2b2020446,fl,3,90008,red,brown,germain lexus,12900,12500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2001,BMW,3 Series,330Ci,Convertible,,wbabs53481ju83910,pa,36,79936,gray,gray,adcock brothers inc,5525,5500,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja4cr358962,nj,34,30746,gray,black,ford motor credit company llc,13000,11800,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
1999,Acura,Integra,LS,Sedan,automatic,jh4db7652xs005009,nv,2,172882,blue,—,titlemax/las vegas nv21,1550,900,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f570086580,fl,35,92956,black,black,tim short chevrolet,15300,14600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2002,Pontiac,Grand Prix,GT,sedan,automatic,1g2wp52k22f121621,ga,19,165417,brown,tan,asbury automotive group,1275,1300,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2014,Chevrolet,Traverse,LS,suv,automatic,1gnkrfed2ej235005,ga,42,51341,gray,gray,lease plan usa,17000,18000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2004,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,1d7hu16d54j243770,tx,28,142425,white,black,lithia toyota of abilene,5500,5000,Wed Apr 01 2015 03:20:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k29dl279701,co,33,34919,red,black,ars/avis budget group,10450,10600,Wed May 27 2015 04:00:00 GMT-0700 (PDT)
2012,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f86ca071429,il,39,31406,gray,gray,ahfc/honda lease trust/hvt  inc. eot,14900,15600,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca044362,pa,38,36761,gray,black,mehdis car company,12150,11300,Thu Jan 02 2014 09:00:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,sedan,automatic,3fahp0ja5br253135,tx,38,98402,white,beige,ford motor credit company llc,6850,7800,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d79ckb04628,ca,27,32855,gray,gray,remarketing by ge/manheim southern california,14600,12500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Volkswagen,GTI,Base,Hatchback,manual,wvwev7aj2cw131567,fl,41,53598,blue,black,the collection,15450,12500,Thu Jun 04 2015 02:15:00 GMT-0700 (PDT)
2014,Buick,Verano,Convenience Group,sedan,automatic,1g4pr5sk7e4243851,mo,32,18,red,gray,ars/amro -auction sale unit,16950,11200,Mon Jun 01 2015 04:00:00 GMT-0700 (PDT)
2014,Chevrolet,Corvette Stingray,Base,Convertible,,1g1yd3d76e5123191,pa,,1438,white,—,adcock brothers inc,59000,58000,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2013,Nissan,Leaf,S,Hatchback,automatic,1n4az0cp4dc404660,ga,37,16728,black,black,nissan-infiniti lt,14150,12100,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kxc84ef191533,pa,3,22859,white,gray,tdaf remarketing,35900,35000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
